chrom,position,ref_reads,alt_reads
chr1,1061010,68,46
chr3,1061020,93,27
chr2,1061030,21,28
chr3,1061040,61,128
chr1,1061050,24,28
chr2,1061060,16,15
chr3,1061070,83,54
chr1,1061080,17,96
chr1,1061090,134,40
chr2,1061100,55,131
chr2,1061110,56,100
chr2,1061120,96,72
chr3,1061130,63,32
chr3,1061140,22,26
chr2,1061150,156,24
chr2,1061160,125,11
chr2,1061170,25,9
chr1,1061180,17,4
chr2,1061190,99,100
chr3,1061200,22,114
chr1,1061210,148,43
chr2,1061220,4,33
chr3,1061230,2,20
chr1,1061240,16,138
chr1,1061250,41,149
chr3,1061260,119,66
chr3,1061270,166,18
chr1,1061280,74,106
chr3,1061290,56,71
chr1,1061300,19,95
chr1,1061310,13,128
chr1,1061320,17,13
chr1,1061330,58,29
chr2,1061340,114,28
chr3,1061350,126,6
chr2,1061360,54,63
chr2,1061370,56,56
chr2,1061380,6,35
chr2,1061390,97,94
chr1,1061400,19,127
chr1,1061410,61,92
chr1,1061420,36,153
chr1,1061430,34,10
chr2,1061440,15,89
chr1,1061450,27,47
chr2,1061460,140,23
chr1,1061470,88,26
chr3,1061480,14,147
chr3,1061490,172,14
chr3,1061500,84,91
chr3,1061510,125,73
chr1,1061520,56,82
chr3,1061530,35,161
chr3,1061540,15,13
chr2,1061550,113,79
chr3,1061560,12,157
chr1,1061570,43,136
chr2,1061580,10,51
chr1,1061590,40,32
chr2,1061600,69,24
chr1,1061610,37,21
chr3,1061620,39,102
chr2,1061630,27,7
chr3,1061640,123,53
chr1,1061650,130,12
chr1,1061660,75,55
chr2,1061670,30,120
chr1,1061680,94,8
chr1,1061690,12,17
chr2,1061700,10,101
chr3,1061710,31,17
chr2,1061720,15,39
chr1,1061730,0,25
chr1,1061740,10,149
chr2,1061750,106,24
chr2,1061760,47,10
chr3,1061770,78,18
chr1,1061780,32,80
chr1,1061790,48,118
chr3,1061800,29,57
chr2,1061810,94,61
chr2,1061820,24,3
chr3,1061830,60,81
chr2,1061840,57,46
chr3,1061850,46,148
chr2,1061860,84,67
chr2,1061870,128,70
chr2,1061880,75,29
chr3,1061890,48,16
chr3,1061900,113,42
chr3,1061910,96,10
chr1,1061920,21,14
chr1,1061930,85,11
chr3,1061940,25,3
chr1,1061950,26,53
chr1,1061960,61,36
chr2,1061970,32,64
chr2,1061980,24,66
chr2,1061990,17,17
chr1,1062000,6,84
chr1,1062010,106,15
chr3,1062020,44,144
chr1,1062030,2,39
chr1,1062040,30,141
chr3,1062050,107,25
chr3,1062060,123,68
chr3,1062070,15,5
chr2,1062080,9,20
chr3,1062090,33,96
chr2,1062100,84,48
chr1,1062110,32,37
chr1,1062120,10,21
chr2,1062130,66,42
chr2,1062140,25,148
chr2,1062150,33,98
chr1,1062160,86,11
chr1,1062170,67,121
chr3,1062180,127,56
chr3,1062190,62,78
chr1,1062200,5,37
chr3,1062210,31,159
chr3,1062220,84,69
chr2,1062230,123,67
chr1,1062240,33,11
chr2,1062250,19,18
chr1,1062260,137,23
chr1,1062270,27,35
chr2,1062280,91,6
chr1,1062290,28,19
chr2,1062300,125,40
chr2,1062310,4,74
chr1,1062320,23,59
chr1,1062330,71,40
chr2,1062340,167,31
chr3,1062350,35,40
chr3,1062360,129,45
chr1,1062370,87,92
chr1,1062380,27,103
chr3,1062390,69,87
chr1,1062400,31,56
chr1,1062410,29,36
chr3,1062420,9,77
chr1,1062430,16,157
chr3,1062440,71,84
chr3,1062450,17,8
chr3,1062460,23,20
chr1,1062470,157,38
chr2,1062480,49,64
chr2,1062490,97,95
chr2,1062500,28,4
chr1,1062510,34,10
chr1,1062520,96,71
chr1,1062530,15,122
chr1,1062540,49,52
chr2,1062550,42,88
chr3,1062560,73,28
chr1,1062570,42,43
chr1,1062580,34,30
chr1,1062590,50,83
chr3,1062600,167,27
chr2,1062610,45,37
chr1,1062620,70,25
chr2,1062630,84,49
chr1,1062640,5,125
chr2,1062650,139,27
chr1,1062660,34,20
chr2,1062670,36,36
chr1,1062680,6,39
chr1,1062690,19,14
chr2,1062700,38,99
chr2,1062710,9,55
chr3,1062720,134,57
chr3,1062730,40,30
chr3,1062740,120,70
chr3,1062750,31,107
chr2,1062760,156,14
chr3,1062770,28,10
chr1,1062780,33,68
chr2,1062790,40,55
chr1,1062800,56,55
chr3,1062810,26,26
chr3,1062820,124,42
chr3,1062830,28,19
chr2,1062840,76,66
chr1,1062850,26,173
chr1,1062860,99,46
chr2,1062870,36,160
chr3,1062880,21,35
chr3,1062890,159,14
chr2,1062900,27,91
chr1,1062910,104,13
chr1,1062920,8,138
chr1,1062930,37,150
chr1,1062940,56,43
chr3,1062950,37,20
chr3,1062960,58,38
chr2,1062970,89,56
chr2,1062980,69,37
chr2,1062990,47,26
chr3,1063000,63,106
chr3,1063010,34,1
chr3,1063020,9,38
chr2,1063030,46,136
chr3,1063040,96,96
chr1,1063050,18,47
chr3,1063060,62,29
chr1,1063070,96,8
chr1,1063080,17,28
chr1,1063090,49,55
chr3,1063100,74,98
chr2,1063110,11,73
chr1,1063120,11,142
chr1,1063130,67,103
chr3,1063140,32,102
chr3,1063150,73,10
chr1,1063160,84,22
chr2,1063170,46,144
chr3,1063180,51,75
chr1,1063190,94,76
chr2,1063200,77,38
chr3,1063210,77,100
chr2,1063220,75,21
chr1,1063230,66,99
chr2,1063240,86,20
chr1,1063250,148,20
chr3,1063260,49,27
chr1,1063270,96,26
chr1,1063280,27,143
chr3,1063290,98,12
chr1,1063300,51,13
chr2,1063310,77,114
chr3,1063320,50,57
chr2,1063330,126,8
chr3,1063340,61,5
chr1,1063350,13,174
chr2,1063360,73,125
chr3,1063370,122,67
chr2,1063380,86,68
chr3,1063390,48,21
chr3,1063400,117,78
chr2,1063410,39,64
chr2,1063420,18,92
chr2,1063430,124,29
chr2,1063440,18,92
chr3,1063450,142,14
chr2,1063460,98,30
chr2,1063470,69,7
chr2,1063480,36,14
chr2,1063490,2,38
chr2,1063500,63,46
chr2,1063510,51,8
chr1,1063520,9,122
chr1,1063530,13,51
chr3,1063540,21,75
chr2,1063550,28,168
chr2,1063560,83,23
chr3,1063570,32,135
chr2,1063580,38,82
chr2,1063590,25,111
chr2,1063600,26,85
chr1,1063610,115,49
chr2,1063620,15,32
chr1,1063630,137,51
chr2,1063640,28,16
chr2,1063650,68,9
chr3,1063660,7,53
chr3,1063670,110,43
chr2,1063680,41,53
chr2,1063690,36,21
chr2,1063700,11,142
chr1,1063710,129,63
chr2,1063720,25,69
chr3,1063730,27,134
chr1,1063740,47,38
chr2,1063750,119,68
chr1,1063760,4,18
chr1,1063770,16,120
chr1,1063780,34,84
chr1,1063790,129,42
chr2,1063800,2,36
chr3,1063810,98,67
chr1,1063820,64,71
chr3,1063830,30,114
chr1,1063840,91,16
chr3,1063850,12,42
chr1,1063860,10,10
chr1,1063870,24,148
chr2,1063880,154,38
chr2,1063890,112,84
chr1,1063900,29,116
chr3,1063910,102,6
chr2,1063920,131,32
chr2,1063930,10,156
chr2,1063940,129,41
chr2,1063950,4,40
chr1,1063960,28,7
chr3,1063970,63,29
chr2,1063980,46,102
chr2,1063990,21,40
chr3,1064000,73,93
chr2,1064010,86,95
chr3,1064020,24,75
chr1,1064030,90,33
chr2,1064040,90,75
chr3,1064050,38,15
chr2,1064060,45,63
chr1,1064070,103,41
chr3,1064080,35,29
chr3,1064090,71,82
chr3,1064100,37,3
chr2,1064110,119,22
chr3,1064120,34,55
chr3,1064130,56,59
chr3,1064140,22,102
chr1,1064150,24,43
chr3,1064160,55,3
chr3,1064170,15,35
chr3,1064180,26,3
chr1,1064190,13,36
chr3,1064200,1,36
chr2,1064210,50,57
chr3,1064220,42,102
chr2,1064230,71,21
chr1,1064240,22,12
chr1,1064250,5,18
chr3,1064260,153,34
chr3,1064270,21,7
chr1,1064280,56,72
chr1,1064290,51,105
chr1,1064300,114,59
chr2,1064310,26,125
chr2,1064320,27,8
chr3,1064330,100,62
chr2,1064340,47,71
chr1,1064350,112,28
chr3,1064360,26,45
chr2,1064370,78,10
chr3,1064380,22,2
chr2,1064390,34,5
chr3,1064400,16,82
chr1,1064410,72,93
chr1,1064420,38,92
chr1,1064430,13,8
chr2,1064440,45,67
chr3,1064450,17,15
chr3,1064460,0,23
chr3,1064470,59,130
chr2,1064480,44,84
chr1,1064490,85,8
chr1,1064500,54,60
chr3,1064510,69,55
chr3,1064520,1,26
chr2,1064530,56,30
chr3,1064540,95,34
chr3,1064550,20,8
chr2,1064560,101,35
chr3,1064570,24,6
chr1,1064580,22,96
chr2,1064590,23,38
chr1,1064600,30,130
chr3,1064610,29,154
chr3,1064620,90,49
chr2,1064630,66,94
chr2,1064640,29,2
chr2,1064650,6,50
chr2,1064660,48,45
chr3,1064670,49,43
chr3,1064680,48,23
chr1,1064690,81,68
chr1,1064700,66,9
chr2,1064710,51,28
chr3,1064720,15,27
chr2,1064730,30,92
chr2,1064740,31,28
chr2,1064750,51,32
chr2,1064760,15,89
chr2,1064770,152,18
chr3,1064780,21,155
chr1,1064790,143,55
chr2,1064800,31,77
chr3,1064810,17,33
chr2,1064820,94,103
chr3,1064830,7,32
chr1,1064840,125,24
chr1,1064850,116,56
chr3,1064860,10,22
chr2,1064870,40,101
chr1,1064880,97,25
chr2,1064890,29,96
chr2,1064900,78,60
chr3,1064910,73,16
chr2,1064920,28,90
chr3,1064930,86,15
chr3,1064940,44,50
chr3,1064950,118,19
chr1,1064960,69,34
chr2,1064970,36,52
chr3,1064980,35,43
chr3,1064990,74,71
chr2,1065000,79,51
chr1,1065010,63,18
chr3,1065020,88,75
chr3,1065030,7,140
chr3,1065040,16,108
chr3,1065050,78,9
chr2,1065060,30,4
chr3,1065070,5,49
chr1,1065080,16,17
chr2,1065090,96,100
chr1,1065100,29,92
chr2,1065110,85,34
chr2,1065120,16,10
chr2,1065130,5,44
chr1,1065140,21,47
chr1,1065150,134,29
chr3,1065160,117,13
chr1,1065170,154,44
chr3,1065180,27,64
chr2,1065190,66,33
chr3,1065200,95,7
chr1,1065210,3,58
chr2,1065220,28,8
chr2,1065230,178,14
chr3,1065240,13,13
chr3,1065250,135,39
chr1,1065260,17,12
chr2,1065270,2,51
chr3,1065280,9,46
chr2,1065290,95,77
chr1,1065300,16,9
chr2,1065310,79,92
chr3,1065320,118,47
chr1,1065330,141,12
chr1,1065340,6,42
chr2,1065350,112,33
chr3,1065360,130,42
chr2,1065370,57,43
chr2,1065380,108,85
chr2,1065390,159,12
chr3,1065400,78,16
chr2,1065410,30,15
chr2,1065420,53,93
chr1,1065430,100,34
chr1,1065440,77,68
chr1,1065450,20,27
chr3,1065460,27,123
chr2,1065470,58,36
chr2,1065480,154,31
chr1,1065490,48,49
chr2,1065500,60,138
chr3,1065510,92,17
chr2,1065520,106,89
chr1,1065530,37,3
chr3,1065540,66,7
chr2,1065550,63,59
chr2,1065560,59,19
chr2,1065570,24,67
chr3,1065580,83,115
chr2,1065590,26,13
chr1,1065600,68,63
chr1,1065610,39,39
chr1,1065620,87,3
chr1,1065630,21,135
chr3,1065640,5,123
chr1,1065650,117,31
chr1,1065660,154,22
chr1,1065670,58,17
chr3,1065680,21,33
chr3,1065690,62,80
chr2,1065700,28,122
chr1,1065710,34,89
chr2,1065720,14,12
chr3,1065730,23,23
chr2,1065740,5,15
chr3,1065750,96,95
chr2,1065760,48,58
chr1,1065770,22,38
chr3,1065780,72,70
chr3,1065790,28,66
chr3,1065800,19,42
chr1,1065810,37,99
chr1,1065820,77,103
chr3,1065830,103,94
chr3,1065840,30,52
chr1,1065850,110,74
chr1,1065860,108,38
chr1,1065870,192,3
chr1,1065880,68,84
chr1,1065890,33,34
chr1,1065900,1,21
chr2,1065910,89,46
chr1,1065920,104,90
chr1,1065930,92,26
chr3,1065940,123,12
chr3,1065950,4,29
chr2,1065960,99,32
chr1,1065970,30,50
chr3,1065980,54,124
chr3,1065990,61,53
chr2,1066000,6,30
chr1,1066010,76,67
chr3,1066020,30,13
chr1,1066030,18,117
chr2,1066040,32,138
chr2,1066050,78,23
chr1,1066060,65,4
chr2,1066070,80,18
chr3,1066080,70,28
chr2,1066090,7,82
chr2,1066100,19,27
chr1,1066110,23,11
chr3,1066120,12,57
chr1,1066130,29,26
chr1,1066140,20,7
chr1,1066150,14,84
chr2,1066160,30,120
chr2,1066170,11,55
chr1,1066180,69,55
chr2,1066190,20,97
chr2,1066200,93,22
chr1,1066210,74,105
chr3,1066220,10,125
chr3,1066230,25,7
chr2,1066240,1,19
chr3,1066250,24,29
chr3,1066260,96,2
chr2,1066270,24,73
chr3,1066280,112,28
chr2,1066290,47,65
chr1,1066300,100,17
chr3,1066310,8,93
chr1,1066320,124,54
chr1,1066330,127,45
chr2,1066340,52,5
chr3,1066350,5,28
chr3,1066360,37,118
chr3,1066370,36,74
chr3,1066380,44,29
chr2,1066390,76,73
chr1,1066400,106,14
chr3,1066410,55,53
chr3,1066420,55,20
chr2,1066430,10,103
chr3,1066440,26,86
chr3,1066450,57,46
chr1,1066460,81,23
chr3,1066470,17,24
chr3,1066480,45,9
chr1,1066490,25,10
chr3,1066500,60,9
chr1,1066510,52,89
chr2,1066520,32,115
chr1,1066530,98,34
chr1,1066540,165,25
chr3,1066550,18,18
chr3,1066560,32,67
chr3,1066570,107,42
chr3,1066580,109,42
chr1,1066590,11,93
chr2,1066600,16,170
chr3,1066610,9,104
chr1,1066620,40,113
chr2,1066630,76,24
chr2,1066640,67,21
chr2,1066650,54,34
chr1,1066660,108,59
chr3,1066670,2,33
chr1,1066680,17,53
chr3,1066690,34,90
chr2,1066700,144,40
chr2,1066710,20,169
chr1,1066720,25,60
chr2,1066730,23,5
chr1,1066740,25,101
chr3,1066750,81,38
chr2,1066760,89,16
chr3,1066770,37,46
chr2,1066780,19,22
chr3,1066790,162,19
chr2,1066800,113,63
chr3,1066810,7,178
chr2,1066820,43,86
chr1,1066830,34,82
chr3,1066840,28,9
chr3,1066850,71,19
chr1,1066860,100,46
chr1,1066870,83,33
chr1,1066880,13,7
chr2,1066890,114,37
chr1,1066900,9,14
chr2,1066910,86,58
chr2,1066920,26,75
chr1,1066930,29,17
chr1,1066940,94,96
chr2,1066950,75,3
chr3,1066960,24,27
chr3,1066970,166,14
chr1,1066980,2,45
chr3,1066990,26,99
chr2,1067000,57,67
chr3,1067010,74,15
chr2,1067020,24,57
chr1,1067030,15,38
chr1,1067040,81,25
chr3,1067050,62,71
chr1,1067060,27,98
chr1,1067070,21,54
chr2,1067080,35,97
chr2,1067090,5,27
chr2,1067100,3,34
chr2,1067110,83,49
chr1,1067120,92,98
chr2,1067130,14,44
chr2,1067140,56,133
chr2,1067150,5,93
chr3,1067160,152,13
chr2,1067170,110,60
chr1,1067180,30,19
chr1,1067190,83,34
chr2,1067200,57,20
chr3,1067210,23,63
chr3,1067220,74,16
chr3,1067230,47,118
chr3,1067240,43,82
chr2,1067250,22,4
chr2,1067260,45,14
chr1,1067270,37,52
chr1,1067280,22,65
chr3,1067290,6,62
chr3,1067300,13,58
chr1,1067310,6,127
chr1,1067320,44,82
chr3,1067330,6,42
chr1,1067340,38,130
chr3,1067350,16,81
chr2,1067360,25,3
chr3,1067370,19,175
chr2,1067380,47,48
chr2,1067390,14,47
chr2,1067400,165,33
chr1,1067410,109,89
chr1,1067420,99,48
chr3,1067430,27,12
chr2,1067440,141,33
chr3,1067450,38,147
chr2,1067460,87,4
chr2,1067470,56,28
chr3,1067480,104,28
chr3,1067490,19,24
chr3,1067500,111,36
chr3,1067510,136,58
chr1,1067520,54,48
chr2,1067530,31,51
chr2,1067540,67,12
chr1,1067550,92,26
chr2,1067560,60,21
chr1,1067570,5,44
chr2,1067580,24,17
chr1,1067590,54,91
chr1,1067600,134,42
chr2,1067610,85,103
chr2,1067620,57,4
chr2,1067630,107,10
chr3,1067640,26,24
chr2,1067650,103,74
chr2,1067660,108,23
chr2,1067670,46,119
chr3,1067680,10,131
chr2,1067690,19,17
chr1,1067700,14,43
chr1,1067710,8,153
chr3,1067720,26,103
chr3,1067730,14,27
chr3,1067740,20,55
chr3,1067750,117,21
chr3,1067760,76,90
chr2,1067770,52,24
chr1,1067780,156,35
chr1,1067790,29,25
chr2,1067800,111,22
chr3,1067810,36,108
chr2,1067820,74,74
chr3,1067830,22,49
chr1,1067840,79,25
chr1,1067850,158,26
chr3,1067860,36,48
chr2,1067870,10,188
chr3,1067880,130,18
chr3,1067890,32,8
chr1,1067900,9,26
chr3,1067910,126,16
chr2,1067920,14,66
chr3,1067930,37,36
chr1,1067940,112,75
chr2,1067950,30,15
chr2,1067960,67,32
chr1,1067970,56,28
chr1,1067980,15,104
chr3,1067990,29,64
chr1,1068000,55,135
chr1,1068010,7,29
chr1,1068020,97,43
chr1,1068030,21,21
chr2,1068040,85,69
chr2,1068050,45,146
chr2,1068060,58,32
chr1,1068070,45,82
chr3,1068080,14,84
chr3,1068090,116,65
chr3,1068100,60,5
chr3,1068110,53,44
chr2,1068120,19,16
chr3,1068130,36,54
chr2,1068140,12,103
chr3,1068150,85,81
chr3,1068160,12,9
chr2,1068170,9,20
chr2,1068180,163,34
chr3,1068190,102,42
chr1,1068200,10,90
chr3,1068210,52,107
chr3,1068220,83,6
chr3,1068230,130,39
chr2,1068240,16,35
chr3,1068250,31,93
chr1,1068260,17,86
chr3,1068270,97,51
chr1,1068280,7,70
chr1,1068290,76,89
chr1,1068300,39,114
chr3,1068310,28,36
chr2,1068320,98,18
chr2,1068330,3,39
chr3,1068340,37,5
chr3,1068350,127,46
chr1,1068360,30,124
chr3,1068370,38,60
chr2,1068380,11,52
chr3,1068390,21,25
chr3,1068400,31,14
chr3,1068410,11,105
chr1,1068420,52,3
chr3,1068430,17,111
chr3,1068440,57,17
chr3,1068450,11,77
chr2,1068460,64,16
chr1,1068470,69,80
chr1,1068480,8,66
chr2,1068490,72,69
chr1,1068500,28,88
chr2,1068510,20,79
chr1,1068520,27,79
chr1,1068530,4,53
chr1,1068540,73,65
chr3,1068550,77,20
chr1,1068560,152,24
chr3,1068570,118,55
chr3,1068580,43,11
chr3,1068590,48,50
chr2,1068600,68,18
chr1,1068610,95,11
chr1,1068620,163,13
chr1,1068630,15,38
chr3,1068640,54,62
chr1,1068650,113,75
chr3,1068660,24,164
chr3,1068670,150,20
chr3,1068680,9,81
chr3,1068690,9,13
chr1,1068700,59,18
chr3,1068710,20,31
chr2,1068720,11,39
chr2,1068730,50,51
chr2,1068740,8,54
chr3,1068750,127,27
chr1,1068760,84,40
chr1,1068770,18,2
chr3,1068780,64,16
chr3,1068790,23,10
chr3,1068800,26,173
chr2,1068810,21,4
chr3,1068820,69,53
chr3,1068830,11,18
chr1,1068840,13,77
chr1,1068850,4,105
chr2,1068860,43,134
chr2,1068870,16,152
chr2,1068880,36,109
chr2,1068890,14,102
chr3,1068900,28,65
chr3,1068910,112,22
chr2,1068920,113,76
chr2,1068930,32,38
chr1,1068940,46,29
chr1,1068950,50,10
chr1,1068960,21,30
chr2,1068970,6,28
chr1,1068980,71,10
chr2,1068990,45,129
chr3,1069000,17,30
chr2,1069010,7,76
chr3,1069020,21,128
chr3,1069030,39,107
chr2,1069040,21,34
chr1,1069050,92,41
chr2,1069060,10,22
chr1,1069070,8,26
chr3,1069080,14,94
chr3,1069090,12,29
chr3,1069100,70,23
chr3,1069110,20,24
chr2,1069120,85,35
chr3,1069130,186,9
chr1,1069140,145,45
chr1,1069150,115,21
chr3,1069160,36,149
chr2,1069170,45,15
chr3,1069180,123,69
chr3,1069190,7,100
chr1,1069200,114,73
chr2,1069210,123,6
chr2,1069220,90,49
chr1,1069230,96,20
chr1,1069240,144,20
chr1,1069250,66,10
chr2,1069260,63,86
chr1,1069270,85,30
chr1,1069280,84,56
chr1,1069290,15,66
chr3,1069300,92,64
chr2,1069310,11,76
chr2,1069320,49,51
chr3,1069330,19,17
chr2,1069340,39,97
chr1,1069350,63,6
chr3,1069360,107,24
chr1,1069370,46,67
chr1,1069380,90,97
chr1,1069390,26,78
chr1,1069400,20,148
chr2,1069410,99,66
chr3,1069420,86,90
chr3,1069430,83,88
chr1,1069440,2,91
chr3,1069450,20,108
chr3,1069460,23,141
chr1,1069470,28,9
chr1,1069480,21,40
chr2,1069490,90,30
chr2,1069500,46,18
chr1,1069510,9,92
chr2,1069520,35,1
chr2,1069530,8,84
chr3,1069540,30,3
chr1,1069550,42,154
chr3,1069560,134,42
chr3,1069570,104,47
chr1,1069580,78,23
chr3,1069590,67,100
chr2,1069600,84,55
chr2,1069610,46,93
chr2,1069620,60,6
chr2,1069630,112,14
chr2,1069640,115,12
chr3,1069650,15,13
chr1,1069660,15,83
chr3,1069670,30,144
chr3,1069680,29,5
chr2,1069690,13,25
chr2,1069700,25,84
chr3,1069710,137,62
chr3,1069720,27,18
chr1,1069730,84,89
chr1,1069740,147,26
chr1,1069750,180,13
chr1,1069760,92,19
chr1,1069770,87,109
chr2,1069780,87,14
chr1,1069790,119,31
chr3,1069800,38,23
chr2,1069810,35,3
chr3,1069820,27,9
chr2,1069830,30,150
chr2,1069840,85,10
chr1,1069850,73,123
chr3,1069860,46,36
chr1,1069870,54,96
chr3,1069880,57,69
chr3,1069890,58,10
chr1,1069900,13,61
chr1,1069910,79,94
chr2,1069920,17,101
chr2,1069930,45,26
chr2,1069940,9,110
chr3,1069950,32,104
chr1,1069960,8,129
chr2,1069970,10,16
chr1,1069980,40,25
chr2,1069990,14,51
chr2,1070000,17,102
chr1,1070010,12,151
chr2,1070020,109,62
chr1,1070030,21,52
chr2,1070040,58,23
chr1,1070050,73,75
chr2,1070060,50,18
chr2,1070070,31,13
chr3,1070080,1,28
chr1,1070090,120,17
chr2,1070100,77,86
chr3,1070110,61,115
chr1,1070120,88,23
chr2,1070130,87,66
chr2,1070140,73,90
chr2,1070150,131,36
chr1,1070160,17,82
chr3,1070170,7,83
chr2,1070180,78,19
chr3,1070190,50,12
chr1,1070200,98,75
chr1,1070210,28,81
chr2,1070220,64,33
chr2,1070230,168,12
chr2,1070240,18,27
chr3,1070250,10,130
chr3,1070260,39,25
chr2,1070270,51,31
chr1,1070280,22,177
chr1,1070290,24,63
chr2,1070300,60,113
chr3,1070310,12,9
chr1,1070320,17,144
chr3,1070330,37,90
chr2,1070340,6,43
chr3,1070350,20,48
chr3,1070360,45,114
chr3,1070370,43,20
chr1,1070380,113,67
chr3,1070390,10,22
chr3,1070400,64,33
chr3,1070410,61,84
chr2,1070420,86,31
chr3,1070430,12,33
chr3,1070440,142,26
chr1,1070450,41,134
chr2,1070460,29,38
chr3,1070470,138,49
chr1,1070480,35,50
chr1,1070490,71,35
chr3,1070500,65,33
chr1,1070510,31,11
chr1,1070520,91,9
chr1,1070530,3,64
chr1,1070540,130,13
chr3,1070550,50,99
chr3,1070560,65,38
chr1,1070570,16,23
chr3,1070580,37,28
chr3,1070590,45,105
chr1,1070600,9,22
chr1,1070610,23,36
chr1,1070620,72,13
chr3,1070630,39,80
chr3,1070640,66,31
chr2,1070650,33,2
chr2,1070660,59,43
chr1,1070670,85,96
chr2,1070680,29,34
chr3,1070690,58,95
chr2,1070700,75,44
chr2,1070710,26,15
chr1,1070720,33,4
chr3,1070730,7,24
chr3,1070740,78,121
chr3,1070750,91,51
chr3,1070760,46,90
chr2,1070770,35,35
chr1,1070780,57,33
chr2,1070790,35,32
chr3,1070800,11,27
chr1,1070810,12,13
chr1,1070820,71,32
chr3,1070830,139,35
chr3,1070840,64,8
chr1,1070850,45,81
chr3,1070860,19,101
chr3,1070870,35,32
chr3,1070880,120,34
chr3,1070890,28,60
chr1,1070900,6,24
chr1,1070910,30,132
chr2,1070920,64,86
chr2,1070930,20,121
chr1,1070940,79,9
chr2,1070950,33,9
chr3,1070960,43,13
chr3,1070970,8,20
chr1,1070980,29,5
chr2,1070990,71,79
chr3,1071000,51,61
chr2,1071010,26,10
chr1,1071020,26,147
chr1,1071030,127,41
chr2,1071040,59,32
chr1,1071050,48,120
chr3,1071060,128,12
chr3,1071070,13,17
chr2,1071080,36,149
chr2,1071090,5,86
chr1,1071100,20,105
chr1,1071110,93,51
chr2,1071120,22,32
chr1,1071130,116,22
chr2,1071140,22,11
chr2,1071150,25,8
chr3,1071160,18,11
chr1,1071170,15,144
chr2,1071180,39,18
chr3,1071190,59,68
chr2,1071200,73,65
chr1,1071210,29,24
chr3,1071220,16,172
chr1,1071230,21,8
chr3,1071240,49,92
chr1,1071250,90,74
chr2,1071260,147,17
chr2,1071270,80,54
chr2,1071280,7,13
chr1,1071290,27,4
chr3,1071300,110,12
chr1,1071310,19,4
chr2,1071320,51,138
chr1,1071330,42,118
chr3,1071340,50,67
chr2,1071350,63,62
chr1,1071360,12,92
chr2,1071370,43,97
chr1,1071380,31,120
chr1,1071390,25,76
chr2,1071400,17,21
chr3,1071410,71,78
chr2,1071420,8,23
chr3,1071430,12,88
chr2,1071440,87,6
chr2,1071450,104,13
chr2,1071460,1,24
chr1,1071470,102,53
chr1,1071480,19,125
chr3,1071490,47,23
chr2,1071500,27,3
chr1,1071510,123,23
chr1,1071520,125,34
chr2,1071530,63,29
chr2,1071540,13,8
chr2,1071550,12,15
chr3,1071560,11,147
chr2,1071570,92,51
chr1,1071580,28,44
chr1,1071590,15,14
chr2,1071600,60,71
chr3,1071610,16,11
chr3,1071620,54,1
chr1,1071630,121,4
chr3,1071640,30,3
chr2,1071650,89,16
chr3,1071660,48,120
chr3,1071670,56,13
chr1,1071680,30,156
chr1,1071690,8,31
chr1,1071700,4,102
chr3,1071710,12,142
chr1,1071720,114,42
chr1,1071730,85,63
chr3,1071740,134,39
chr3,1071750,37,148
chr3,1071760,6,51
chr2,1071770,6,57
chr2,1071780,61,44
chr3,1071790,11,52
chr1,1071800,82,11
chr3,1071810,125,13
chr2,1071820,44,97
chr1,1071830,82,71
chr2,1071840,19,145
chr2,1071850,59,11
chr2,1071860,9,48
chr2,1071870,94,77
chr1,1071880,16,54
chr3,1071890,8,21
chr1,1071900,15,124
chr3,1071910,112,56
chr3,1071920,8,81
chr1,1071930,78,26
chr3,1071940,65,11
chr1,1071950,87,58
chr1,1071960,9,49
chr3,1071970,27,25
chr3,1071980,9,28
chr2,1071990,25,51
chr3,1072000,91,24
chr3,1072010,3,64
chr3,1072020,55,6
chr1,1072030,10,36
chr2,1072040,58,35
chr2,1072050,66,63
chr1,1072060,98,101
chr3,1072070,153,36
chr3,1072080,30,21
chr1,1072090,39,6
chr2,1072100,31,13
chr1,1072110,70,24
chr1,1072120,22,20
chr3,1072130,18,58
chr1,1072140,86,113
chr1,1072150,17,128
chr1,1072160,40,66
chr3,1072170,16,34
chr3,1072180,28,55
chr2,1072190,30,22
chr2,1072200,11,10
chr2,1072210,31,6
chr3,1072220,27,167
chr2,1072230,51,129
chr1,1072240,81,22
chr2,1072250,12,42
chr1,1072260,185,13
chr2,1072270,106,27
chr3,1072280,153,12
chr1,1072290,29,100
chr1,1072300,29,78
chr3,1072310,26,65
chr1,1072320,139,5
chr2,1072330,14,35
chr3,1072340,57,134
chr1,1072350,57,15
chr3,1072360,62,95
chr1,1072370,94,12
chr1,1072380,158,41
chr3,1072390,102,94
chr1,1072400,57,101
chr2,1072410,148,35
chr2,1072420,131,49
chr1,1072430,140,54
chr1,1072440,25,7
chr2,1072450,39,20
chr1,1072460,70,38
chr1,1072470,28,59
chr3,1072480,31,30
chr3,1072490,49,117
chr2,1072500,28,85
chr2,1072510,35,3
chr3,1072520,38,4
chr3,1072530,14,59
chr2,1072540,75,9
chr2,1072550,131,28
chr2,1072560,37,6
chr3,1072570,14,39
chr3,1072580,35,37
chr1,1072590,10,145
chr2,1072600,7,30
chr1,1072610,42,34
chr2,1072620,81,50
chr3,1072630,15,9
chr2,1072640,134,39
chr2,1072650,143,34
